USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE
DRIVER_3,ZONE_AIRPORT,1766910137,ORDER_DELIVERED
DRIVER_29,ZONE_AIRPORT,1753466656,ORDER_DECLINED
DRIVER_3,ZONE_DOWNTOWN,1757479767,ORDER_ACCEPTED
DRIVER_3,ZONE_DOWNTOWN,1757481567,ORDER_DELIVERED
DRIVER_46,ZONE_SUBURBS,1761088406,ORDER_ACCEPTED
DRIVER_46,ZONE_SUBURBS,1761090206,ORDER_DELIVERED
DRIVER_39,ZONE_DOWNTOWN,1757596865,ORDER_DECLINED
DRIVER_31,ZONE_SUBURBS,1742965124,ORDER_ACCEPTED
DRIVER_31,ZONE_SUBURBS,1742966924,ORDER_DELIVERED
DRIVER_26,ZONE_SUBURBS,1760825886,ORDER_ACCEPTED
DRIVER_26,ZONE_SUBURBS,1760827686,ORDER_DELIVERED
DRIVER_19,ZONE_SUBURBS,1763735247,ORDER_DECLINED
DRIVER_47,ZONE_SUBURBS,1745272436,ORDER_DECLINED
DRIVER_44,ZONE_DOWNTOWN,1766252128,ORDER_DECLINED
DRIVER_8,ZONE_AIRPORT,1754025573,ORDER_DECLINED
DRIVER_13,ZONE_SUBURBS,1760370257,ORDER_DECLINED
DRIVER_35,ZONE_AIRPORT,1744492220,ORDER_DECLINED
DRIVER_9,ZONE_DOWNTOWN,1767549639,ORDER_ACCEPTED
DRIVER_9,ZONE_DOWNTOWN,1767551439,ORDER_DELIVERED
DRIVER_43,ZONE_DOWNTOWN,1762523561,ORDER_ACCEPTED
DRIVER_43,ZONE_DOWNTOWN,1762525361,ORDER_DELIVERED
DRIVER_13,ZONE_SUBURBS,1738671864,ORDER_DECLINED
DRIVER_38,ZONE_AIRPORT,1767680127,ORDER_DECLINED
DRIVER_42,ZONE_DOWNTOWN,1755379259,ORDER_ACCEPTED
DRIVER_42,ZONE_DOWNTOWN,1755381059,ORDER_DELIVERED
DRIVER_44,ZONE_SUBURBS,1739938379,ORDER_ACCEPTED
DRIVER_44,ZONE_SUBURBS,1739940179,ORDER_DELIVERED
DRIVER_38,ZONE_SUBURBS,1750607885,ORDER_ACCEPTED
DRIVER_38,ZONE_SUBURBS,1750609685,ORDER_DELIVERED
DRIVER_3,ZONE_DOWNTOWN,1760771792,ORDER_ACCEPTED
DRIVER_3,ZONE_DOWNTOWN,1760773592,ORDER_DELIVERED
DRIVER_9,ZONE_SUBURBS,1753688311,ORDER_ACCEPTED
DRIVER_9,ZONE_SUBURBS,1753690111,ORDER_DELIVERED
DRIVER_12,ZONE_SUBURBS,1753486186,ORDER_DECLINED
DRIVER_47,ZONE_AIRPORT,1765885502,ORDER_DECLINED
DRIVER_12,ZONE_DOWNTOWN,1764502936,ORDER_DECLINED
DRIVER_35,ZONE_SUBURBS,1753450809,ORDER_ACCEPTED
DRIVER_35,ZONE_SUBURBS,1753452609,ORDER_DELIVERED
DRIVER_6,ZONE_AIRPORT,1738098705,ORDER_ACCEPTED
DRIVER_6,ZONE_AIRPORT,1738100505,ORDER_DELIVERED
DRIVER_19,ZONE_AIRPORT,1761571148,ORDER_DECLINED
DRIVER_48,ZONE_SUBURBS,1740987835,ORDER_DECLINED
DRIVER_4,ZONE_AIRPORT,1762164050,ORDER_ACCEPTED
DRIVER_4,ZONE_AIRPORT,1762165850,ORDER_DELIVERED
DRIVER_44,ZONE_SUBURBS,1755579706,ORDER_DECLINED
DRIVER_48,ZONE_DOWNTOWN,1759644177,ORDER_ACCEPTED
DRIVER_48,ZONE_DOWNTOWN,1759645977,ORDER_DELIVERED
DRIVER_2,ZONE_SUBURBS,1755507098,ORDER_ACCEPTED
DRIVER_2,ZONE_SUBURBS,1755508898,ORDER_DELIVERED
DRIVER_31,ZONE_SUBURBS,1759297376,ORDER_DECLINED
DRIVER_16,ZONE_DOWNTOWN,1768043826,ORDER_ACCEPTED
DRIVER_16,ZONE_DOWNTOWN,1768045626,ORDER_DELIVERED
DRIVER_26,ZONE_AIRPORT,1761648231,ORDER_DECLINED
DRIVER_2,ZONE_DOWNTOWN,1740735549,ORDER_DECLINED
DRIVER_13,ZONE_SUBURBS,1745306260,ORDER_DECLINED
DRIVER_7,ZONE_DOWNTOWN,1736660860,ORDER_DECLINED
DRIVER_22,ZONE_AIRPORT,1747301647,ORDER_DECLINED
DRIVER_26,ZONE_AIRPORT,1746711874,ORDER_DECLINED
DRIVER_45,ZONE_SUBURBS,1745075782,ORDER_ACCEPTED
DRIVER_45,ZONE_SUBURBS,1745077582,ORDER_DELIVERED
DRIVER_38,ZONE_DOWNTOWN,1761965603,ORDER_DECLINED
DRIVER_7,ZONE_DOWNTOWN,1758200405,ORDER_ACCEPTED
DRIVER_7,ZONE_DOWNTOWN,1758202205,ORDER_DELIVERED
DRIVER_15,ZONE_SUBURBS,1743922101,ORDER_DECLINED
DRIVER_46,ZONE_SUBURBS,1765897355,ORDER_DECLINED
DRIVER_40,ZONE_AIRPORT,1747427187,ORDER_DECLINED
DRIVER_45,ZONE_DOWNTOWN,1758968955,ORDER_ACCEPTED
DRIVER_45,ZONE_DOWNTOWN,1758970755,ORDER_DELIVERED
DRIVER_20,ZONE_SUBURBS,1746889002,ORDER_DECLINED
DRIVER_4,ZONE_DOWNTOWN,1752786358,ORDER_ACCEPTED
DRIVER_4,ZONE_DOWNTOWN,1752788158,ORDER_DELIVERED
DRIVER_49,ZONE_AIRPORT,1766146571,ORDER_DECLINED
DRIVER_5,ZONE_DOWNTOWN,1750470074,ORDER_ACCEPTED
DRIVER_5,ZONE_DOWNTOWN,1750471874,ORDER_DELIVERED
DRIVER_38,ZONE_DOWNTOWN,1756979359,ORDER_ACCEPTED
DRIVER_38,ZONE_DOWNTOWN,1756981159,ORDER_DELIVERED
DRIVER_5,ZONE_AIRPORT,1739403507,ORDER_ACCEPTED
DRIVER_5,ZONE_AIRPORT,1739405307,ORDER_DELIVERED
DRIVER_13,ZONE_AIRPORT,1757312048,ORDER_DECLINED
DRIVER_1,ZONE_AIRPORT,1759109213,ORDER_ACCEPTED
DRIVER_1,ZONE_AIRPORT,1759111013,ORDER_DELIVERED
DRIVER_44,ZONE_DOWNTOWN,1765165040,ORDER_ACCEPTED
DRIVER_44,ZONE_DOWNTOWN,1765166840,ORDER_DELIVERED
DRIVER_4,ZONE_AIRPORT,1753200512,ORDER_ACCEPTED
DRIVER_4,ZONE_AIRPORT,1753202312,ORDER_DELIVERED
DRIVER_43,ZONE_AIRPORT,1752585512,ORDER_DECLINED
DRIVER_36,ZONE_AIRPORT,1746579559,ORDER_ACCEPTED
DRIVER_36,ZONE_AIRPORT,1746581359,ORDER_DELIVERED
DRIVER_23,ZONE_AIRPORT,1738704346,ORDER_DECLINED
DRIVER_38,ZONE_AIRPORT,1766678304,ORDER_DECLINED
DRIVER_34,ZONE_DOWNTOWN,1755189884,ORDER_ACCEPTED
DRIVER_34,ZONE_DOWNTOWN,1755191684,ORDER_DELIVERED
DRIVER_41,ZONE_SUBURBS,1764751650,ORDER_DECLINED
DRIVER_42,ZONE_AIRPORT,1751689144,ORDER_DECLINED
DRIVER_21,ZONE_AIRPORT,1761934549,ORDER_DECLINED
DRIVER_28,ZONE_SUBURBS,1762171568,ORDER_ACCEPTED
DRIVER_28,ZONE_SUBURBS,1762173368,ORDER_DELIVERED
DRIVER_33,ZONE_DOWNTOWN,1751506844,ORDER_ACCEPTED
DRIVER_33,ZONE_DOWNTOWN,1751508644,ORDER_DELIVERED
DRIVER_32,ZONE_AIRPORT,1755037744,ORDER_DECLINED
DRIVER_12,ZONE_AIRPORT,1737557282,ORDER_ACCEPTED
DRIVER_12,ZONE_AIRPORT,1737559082,ORDER_DELIVERED
DRIVER_7,ZONE_SUBURBS,1764334664,ORDER_ACCEPTED
DRIVER_7,ZONE_SUBURBS,1764336464,ORDER_DELIVERED
DRIVER_2,ZONE_AIRPORT,1767582836,ORDER_ACCEPTED
DRIVER_2,ZONE_AIRPORT,1767584636,ORDER_DELIVERED
DRIVER_19,ZONE_DOWNTOWN,1749933085,ORDER_DECLINED
DRIVER_4,ZONE_AIRPORT,1749256180,ORDER_ACCEPTED
DRIVER_4,ZONE_AIRPORT,1749257980,ORDER_DELIVERED
DRIVER_21,ZONE_SUBURBS,1743066254,ORDER_DECLINED
DRIVER_33,ZONE_DOWNTOWN,1766008503,ORDER_DECLINED
DRIVER_35,ZONE_AIRPORT,1760891180,ORDER_DECLINED
DRIVER_19,ZONE_SUBURBS,1745352684,ORDER_DECLINED
DRIVER_37,ZONE_DOWNTOWN,1741096204,ORDER_DECLINED
DRIVER_44,ZONE_DOWNTOWN,1754218222,ORDER_ACCEPTED
DRIVER_44,ZONE_DOWNTOWN,1754220022,ORDER_DELIVERED
DRIVER_27,ZONE_SUBURBS,1740618033,ORDER_ACCEPTED
DRIVER_27,ZONE_SUBURBS,1740619833,ORDER_DELIVERED
DRIVER_19,ZONE_SUBURBS,1758753759,ORDER_DECLINED
DRIVER_11,ZONE_SUBURBS,1766337103,ORDER_DECLINED
DRIVER_19,ZONE_AIRPORT,1747155211,ORDER_DECLINED
DRIVER_14,ZONE_DOWNTOWN,1759202722,ORDER_ACCEPTED
DRIVER_14,ZONE_DOWNTOWN,1759204522,ORDER_DELIVERED
DRIVER_42,ZONE_DOWNTOWN,1737048537,ORDER_ACCEPTED
DRIVER_42,ZONE_DOWNTOWN,1737050337,ORDER_DELIVERED
DRIVER_47,ZONE_AIRPORT,1759779356,ORDER_DECLINED
DRIVER_11,ZONE_SUBURBS,1736908587,ORDER_ACCEPTED
DRIVER_11,ZONE_SUBURBS,1736910387,ORDER_DELIVERED
DRIVER_47,ZONE_DOWNTOWN,1738974758,ORDER_ACCEPTED
DRIVER_47,ZONE_DOWNTOWN,1738976558,ORDER_DELIVERED
DRIVER_1,ZONE_DOWNTOWN,1753037337,ORDER_ACCEPTED
DRIVER_1,ZONE_DOWNTOWN,1753039137,ORDER_DELIVERED
DRIVER_32,ZONE_DOWNTOWN,1761065294,ORDER_ACCEPTED
DRIVER_32,ZONE_DOWNTOWN,1761067094,ORDER_DELIVERED
DRIVER_14,ZONE_SUBURBS,1750564774,ORDER_DECLINED
DRIVER_43,ZONE_DOWNTOWN,1743600051,ORDER_DECLINED
DRIVER_37,ZONE_AIRPORT,1753506608,ORDER_DECLINED
DRIVER_45,ZONE_AIRPORT,1765918497,ORDER_DECLINED
DRIVER_13,ZONE_AIRPORT,1747317347,ORDER_DECLINED
DRIVER_7,ZONE_SUBURBS,1748380680,ORDER_ACCEPTED
DRIVER_7,ZONE_SUBURBS,1748382480,ORDER_DELIVERED
DRIVER_13,ZONE_DOWNTOWN,1761876701,ORDER_DECLINED
DRIVER_29,ZONE_AIRPORT,1758438553,ORDER_DECLINED
DRIVER_27,ZONE_DOWNTOWN,1739314801,ORDER_DECLINED
DRIVER_3,ZONE_DOWNTOWN,1749673842,ORDER_DECLINED
DRIVER_36,ZONE_AIRPORT,1761198693,ORDER_DECLINED
DRIVER_28,ZONE_AIRPORT,1767104275,ORDER_ACCEPTED
DRIVER_28,ZONE_AIRPORT,1767106075,ORDER_DELIVERED
DRIVER_40,ZONE_SUBURBS,1759716000,ORDER_ACCEPTED
DRIVER_40,ZONE_SUBURBS,1759717800,ORDER_DELIVERED
DRIVER_37,ZONE_AIRPORT,1747546130,ORDER_DECLINED
DRIVER_10,ZONE_DOWNTOWN,1747102839,ORDER_DECLINED
DRIVER_33,ZONE_SUBURBS,1754321077,ORDER_DECLINED
DRIVER_41,ZONE_AIRPORT,1738444917,ORDER_DECLINED
DRIVER_25,ZONE_AIRPORT,1742310271,ORDER_DECLINED
DRIVER_40,ZONE_DOWNTOWN,1751450154,ORDER_ACCEPTED
DRIVER_40,ZONE_DOWNTOWN,1751451954,ORDER_DELIVERED
DRIVER_22,ZONE_SUBURBS,1748874326,ORDER_DECLINED
DRIVER_42,ZONE_DOWNTOWN,1762953901,ORDER_ACCEPTED
DRIVER_42,ZONE_DOWNTOWN,1762955701,ORDER_DELIVERED
DRIVER_44,ZONE_AIRPORT,1749045956,ORDER_ACCEPTED
DRIVER_44,ZONE_AIRPORT,1749047756,ORDER_DELIVERED
DRIVER_10,ZONE_AIRPORT,1750816884,ORDER_ACCEPTED
DRIVER_10,ZONE_AIRPORT,1750818684,ORDER_DELIVERED
DRIVER_48,ZONE_DOWNTOWN,1759913260,ORDER_DECLINED
DRIVER_9,ZONE_AIRPORT,1760601295,ORDER_ACCEPTED
DRIVER_9,ZONE_AIRPORT,1760603095,ORDER_DELIVERED
DRIVER_24,ZONE_SUBURBS,1745699413,ORDER_ACCEPTED
DRIVER_24,ZONE_SUBURBS,1745701213,ORDER_DELIVERED
DRIVER_14,ZONE_SUBURBS,1752978982,ORDER_DECLINED
DRIVER_39,ZONE_SUBURBS,1762776365,ORDER_ACCEPTED
DRIVER_39,ZONE_SUBURBS,1762778165,ORDER_DELIVERED
DRIVER_20,ZONE_DOWNTOWN,1753582768,ORDER_DECLINED
DRIVER_2,ZONE_AIRPORT,1756781878,ORDER_ACCEPTED
DRIVER_2,ZONE_AIRPORT,1756783678,ORDER_DELIVERED
DRIVER_31,ZONE_AIRPORT,1758998426,ORDER_DECLINED
DRIVER_50,ZONE_SUBURBS,1758229570,ORDER_ACCEPTED
DRIVER_50,ZONE_SUBURBS,1758231370,ORDER_DELIVERED
DRIVER_13,ZONE_SUBURBS,1746204512,ORDER_DECLINED
DRIVER_19,ZONE_DOWNTOWN,1739977720,ORDER_DECLINED
DRIVER_11,ZONE_SUBURBS,1765485921,ORDER_DECLINED
DRIVER_42,ZONE_SUBURBS,1747686164,ORDER_DECLINED
DRIVER_48,ZONE_DOWNTOWN,1737590464,ORDER_DECLINED
DRIVER_2,ZONE_AIRPORT,1755354036,ORDER_ACCEPTED
DRIVER_2,ZONE_AIRPORT,1755355836,ORDER_DELIVERED
DRIVER_41,ZONE_SUBURBS,1762445650,ORDER_ACCEPTED
DRIVER_41,ZONE_SUBURBS,1762447450,ORDER_DELIVERED
DRIVER_5,ZONE_SUBURBS,1746071764,ORDER_ACCEPTED
DRIVER_5,ZONE_SUBURBS,1746073564,ORDER_DELIVERED
DRIVER_11,ZONE_SUBURBS,1752652168,ORDER_ACCEPTED
DRIVER_11,ZONE_SUBURBS,1752653968,ORDER_DELIVERED
DRIVER_7,ZONE_AIRPORT,1748016611,ORDER_ACCEPTED
DRIVER_7,ZONE_AIRPORT,1748018411,ORDER_DELIVERED
DRIVER_38,ZONE_SUBURBS,1752016299,ORDER_ACCEPTED
DRIVER_38,ZONE_SUBURBS,1752018099,ORDER_DELIVERED
DRIVER_17,ZONE_DOWNTOWN,1765975052,ORDER_DECLINED
DRIVER_15,ZONE_SUBURBS,1737150239,ORDER_DECLINED
DRIVER_45,ZONE_AIRPORT,1755371477,ORDER_DECLINED
DRIVER_13,ZONE_AIRPORT,1763728238,ORDER_ACCEPTED
DRIVER_13,ZONE_AIRPORT,1763730038,ORDER_DELIVERED
DRIVER_46,ZONE_DOWNTOWN,1740588006,ORDER_DECLINED
DRIVER_45,ZONE_DOWNTOWN,1744224818,ORDER_DECLINED
DRIVER_20,ZONE_DOWNTOWN,1751729621,ORDER_ACCEPTED
DRIVER_20,ZONE_DOWNTOWN,1751731421,ORDER_DELIVERED
DRIVER_15,ZONE_DOWNTOWN,1767543795,ORDER_DECLINED
DRIVER_44,ZONE_SUBURBS,1742163248,ORDER_DECLINED
DRIVER_3,ZONE_SUBURBS,1738314909,ORDER_ACCEPTED
DRIVER_3,ZONE_SUBURBS,1738316709,ORDER_DELIVERED
DRIVER_33,ZONE_AIRPORT,1748569021,ORDER_DECLINED
DRIVER_33,ZONE_DOWNTOWN,1759043032,ORDER_DECLINED
DRIVER_29,ZONE_SUBURBS,1744714868,ORDER_DECLINED
DRIVER_48,ZONE_SUBURBS,1741439090,ORDER_DECLINED
DRIVER_20,ZONE_SUBURBS,1750212223,ORDER_DECLINED
DRIVER_4,ZONE_DOWNTOWN,1741489079,ORDER_ACCEPTED
DRIVER_4,ZONE_DOWNTOWN,1741490879,ORDER_DELIVERED
DRIVER_37,ZONE_DOWNTOWN,1766684938,ORDER_DECLINED
DRIVER_22,ZONE_SUBURBS,1758898711,ORDER_ACCEPTED
DRIVER_22,ZONE_SUBURBS,1758900511,ORDER_DELIVERED
DRIVER_41,ZONE_SUBURBS,1763439651,ORDER_DECLINED
DRIVER_3,ZONE_AIRPORT,1746528083,ORDER_ACCEPTED
DRIVER_3,ZONE_AIRPORT,1746529883,ORDER_DELIVERED
DRIVER_44,ZONE_AIRPORT,1751864491,ORDER_DECLINED
DRIVER_1,ZONE_AIRPORT,1751772039,ORDER_ACCEPTED
DRIVER_1,ZONE_AIRPORT,1751773839,ORDER_DELIVERED
DRIVER_47,ZONE_AIRPORT,1750597156,ORDER_DECLINED
DRIVER_31,ZONE_DOWNTOWN,1742142438,ORDER_ACCEPTED
DRIVER_31,ZONE_DOWNTOWN,1742144238,ORDER_DELIVERED
DRIVER_2,ZONE_DOWNTOWN,1742000494,ORDER_DECLINED
DRIVER_44,ZONE_SUBURBS,1740579458,ORDER_ACCEPTED
DRIVER_44,ZONE_SUBURBS,1740581258,ORDER_DELIVERED
DRIVER_47,ZONE_AIRPORT,1760515872,ORDER_DECLINED
DRIVER_5,ZONE_SUBURBS,1755776142,ORDER_ACCEPTED
DRIVER_5,ZONE_SUBURBS,1755777942,ORDER_DELIVERED
DRIVER_9,ZONE_AIRPORT,1746975136,ORDER_ACCEPTED
DRIVER_9,ZONE_AIRPORT,1746976936,ORDER_DELIVERED
DRIVER_43,ZONE_SUBURBS,1753024136,ORDER_DECLINED
DRIVER_27,ZONE_DOWNTOWN,1761942402,ORDER_DECLINED
DRIVER_19,ZONE_SUBURBS,1763011413,ORDER_DECLINED
DRIVER_24,ZONE_SUBURBS,1764140249,ORDER_DECLINED
DRIVER_16,ZONE_AIRPORT,1745837400,ORDER_DECLINED
DRIVER_7,ZONE_DOWNTOWN,1742587115,ORDER_ACCEPTED
DRIVER_7,ZONE_DOWNTOWN,1742588915,ORDER_DELIVERED
DRIVER_38,ZONE_SUBURBS,1760069345,ORDER_DECLINED
DRIVER_28,ZONE_DOWNTOWN,1764164997,ORDER_ACCEPTED
DRIVER_28,ZONE_DOWNTOWN,1764166797,ORDER_DELIVERED
DRIVER_25,ZONE_SUBURBS,1763361715,ORDER_DECLINED
DRIVER_47,ZONE_AIRPORT,1750573934,ORDER_DECLINED
DRIVER_6,ZONE_SUBURBS,1749429458,ORDER_ACCEPTED
DRIVER_6,ZONE_SUBURBS,1749431258,ORDER_DELIVERED
DRIVER_46,ZONE_DOWNTOWN,1756256676,ORDER_DECLINED
DRIVER_49,ZONE_DOWNTOWN,1739368231,ORDER_DECLINED
DRIVER_23,ZONE_DOWNTOWN,1767814551,ORDER_ACCEPTED
DRIVER_23,ZONE_DOWNTOWN,1767816351,ORDER_DELIVERED
DRIVER_25,ZONE_DOWNTOWN,1755539123,ORDER_ACCEPTED
DRIVER_25,ZONE_DOWNTOWN,1755540923,ORDER_DELIVERED
DRIVER_9,ZONE_DOWNTOWN,1760275326,ORDER_DECLINED
DRIVER_12,ZONE_AIRPORT,1740237579,ORDER_DECLINED
DRIVER_20,ZONE_AIRPORT,1755424596,ORDER_DECLINED
DRIVER_9,ZONE_SUBURBS,1741000115,ORDER_ACCEPTED
DRIVER_9,ZONE_SUBURBS,1741001915,ORDER_DELIVERED
DRIVER_33,ZONE_DOWNTOWN,1752787982,ORDER_DECLINED
DRIVER_43,ZONE_DOWNTOWN,1754000613,ORDER_ACCEPTED
DRIVER_43,ZONE_DOWNTOWN,1754002413,ORDER_DELIVERED
DRIVER_39,ZONE_AIRPORT,1758587101,ORDER_DECLINED
DRIVER_10,ZONE_AIRPORT,1752667897,ORDER_ACCEPTED
DRIVER_10,ZONE_AIRPORT,1752669697,ORDER_DELIVERED
DRIVER_47,ZONE_AIRPORT,1765158338,ORDER_ACCEPTED
DRIVER_47,ZONE_AIRPORT,1765160138,ORDER_DELIVERED
DRIVER_13,ZONE_AIRPORT,1759036927,ORDER_DECLINED
DRIVER_12,ZONE_DOWNTOWN,1749757833,ORDER_ACCEPTED
DRIVER_12,ZONE_DOWNTOWN,1749759633,ORDER_DELIVERED
DRIVER_35,ZONE_DOWNTOWN,1744352389,ORDER_DECLINED
DRIVER_41,ZONE_SUBURBS,1765597168,ORDER_DECLINED
DRIVER_10,ZONE_DOWNTOWN,1749430260,ORDER_ACCEPTED
DRIVER_10,ZONE_DOWNTOWN,1749432060,ORDER_DELIVERED
DRIVER_28,ZONE_AIRPORT,1752419122,ORDER_ACCEPTED
DRIVER_28,ZONE_AIRPORT,1752420922,ORDER_DELIVERED
DRIVER_19,ZONE_DOWNTOWN,1759683063,ORDER_DECLINED
DRIVER_19,ZONE_AIRPORT,1745018512,ORDER_DECLINED
DRIVER_39,ZONE_AIRPORT,1763421726,ORDER_DECLINED
DRIVER_15,ZONE_SUBURBS,1753710191,ORDER_DECLINED
DRIVER_47,ZONE_DOWNTOWN,1741407873,ORDER_DECLINED
DRIVER_29,ZONE_SUBURBS,1752443646,ORDER_DECLINED
DRIVER_4,ZONE_SUBURBS,1737166583,ORDER_ACCEPTED
DRIVER_4,ZONE_SUBURBS,1737168383,ORDER_DELIVERED
DRIVER_28,ZONE_AIRPORT,1758696576,ORDER_DECLINED
DRIVER_50,ZONE_AIRPORT,1763753387,ORDER_ACCEPTED
DRIVER_50,ZONE_AIRPORT,1763755187,ORDER_DELIVERED
DRIVER_19,ZONE_SUBURBS,1748476822,ORDER_ACCEPTED
DRIVER_19,ZONE_SUBURBS,1748478622,ORDER_DELIVERED
DRIVER_31,ZONE_DOWNTOWN,1744462303,ORDER_ACCEPTED
DRIVER_31,ZONE_DOWNTOWN,1744464103,ORDER_DELIVERED
DRIVER_33,ZONE_DOWNTOWN,1758611041,ORDER_DECLINED
DRIVER_6,ZONE_SUBURBS,1751518557,ORDER_ACCEPTED
DRIVER_6,ZONE_SUBURBS,1751520357,ORDER_DELIVERED
DRIVER_43,ZONE_AIRPORT,1742281242,ORDER_DECLINED
DRIVER_41,ZONE_AIRPORT,1741307738,ORDER_DECLINED
